,reviews,verfied,verified,Cleaned Reviews
1072,"✅ Trip Verified |  London to Berlin scheduled for 21st December. On approach to the airport, I got a message saying that my flight was canceled. No explanation was given. As I arrived at the airport, staff acted very confused and said their rerouting center is closed for the evening due to issues, and if I wanted to travel in the next days ahead of Christmas I should book my own travel with another airline or train company (e.g. Eurostar). My costs would  be reimbursed. The airport staff also said no further help from British Airways is available on the day to due airport issues. I felt the only way out was to rebook myself with a different airline for a hefty +300 GBP fare for a short haul flight for the next day. As it was Christmas, prices were very high. After I arrived at my destination, a lengthy exchange of messages with British Airways started, and British Airways said in the end they do not compensate costs for rerouting with a different airline (opposite to what their airport staff said on the day of cancellation). ",True,True,london berlin scheduled st december approach airport got message saying flight canceled explanation given arrived airport staff acted confused said rerouting center closed evening due issue wanted travel next day ahead christmas book travel another airline train company e g eurostar cost would reimbursed airport staff also said help british airway available day due airport issue felt way rebook different airline hefty gbp fare short haul flight next day christmas price high arrived destination lengthy exchange message british airway started british airway said end compensate cost rerouting different airline opposite airport staff said day cancellation
1073,"✅ Trip Verified |  London to Mumbai. I have had my battles with the leadership at BA because they would not let me book my seat and pay with their Airmiles. Now they have finally relented and this will please many who earn Airmiles through their credit cards. This is just to illustrate that I boarded BA199 with a slightly negative mindset, a mindset which was changed quickly. Although I travelled Economy, the seat was comfortable, the service excellent, as was the food. If I have a minor quibble, the choice of films seems to have been reduced with many quite old. Is this BA's attempt to reduce costs, because it is quite obvious and detracts from the overall quality of their product. I was particularly impressed with the trouble the cabin staff took to warn us not to take any single-use plastic (e.g. water bottles, duty-free carrier bags) into the terminal where they could result in a stiff fine. Having been grumpy about several aspects of BA's service in the past, I will be writing to the leadership to thank them for the improvements.",True,True,london mumbai battle leadership ba would let book seat pay airmiles finally relented please many earn airmiles credit card illustrate boarded ba slightly negative mindset mindset changed quickly although travelled economy seat comfortable service excellent food minor quibble choice film seems reduced many quite old ba attempt reduce cost quite obvious detracts overall quality product particularly impressed trouble cabin staff took warn u take single use plastic e g water bottle duty free carrier bag terminal could result stiff fine grumpy several aspect ba service past writing leadership thank improvement
1074,✅ Trip Verified |  Athens to Los Angeles via London. Worst flight experience. I had a ticket from October travelling 1st December. 24hrs they decide to cancel the flight and give me the alternative for another flight 3 hrs later. Athens to Los Angeles via London same day. When arrive at London I realize from the announcement screen that my flight was operated. After I heard the announcement last call before departure. I checked at the BA information desk and confirm my flight (the one was cancelled) I asked them and reply: We found aircraft 12 hrs before and rescheduled flight. I send email and I had same response twice: Flight never operated or rescheduled. I think they had overbooked flight and didnt care about it.,True,True,athens los angeles via london worst flight experience ticket october travelling st december hr decide cancel flight give alternative another flight hr later athens los angeles via london day arrive london realize announcement screen flight operated heard announcement last call departure checked ba information desk confirm flight one cancelled asked reply found aircraft hr rescheduled flight send email response twice flight never operated rescheduled think overbooked flight didnt care
1075,"✅ Trip Verified |  Our return journey from Sydney to London, which was approximately 22 hours in duration with a stop at Singapore airport, was faced with one major issue. We flew economy class with a two year old, whose inflight entertainment headphone socket wasn’t working. Having paid £723 for our two year olds ticket, you would except the inflight entertainment to be working on such a long flight. Having complained to the cabin crew they did their best but unfortunately the socket could not be fixed. We were offered to move seats to the only 2 seats available however there were three of us so this was not practical. The cabin crew gave us some First Class goodies including a bottle of champagne for the inconvenience caused and they also said that all they could offer us in monitory terms was £25. They said they would contact BA customer services on our behalf to complain and to expect more compensation than what the crew could offer us. By the time we had got off the plane and were in baggage claim, I had already received an email from BA C/S and that they would respond within 48 hours, which they did. However, all the could offered was a £20 voucher to use on another BA flight. I replied declining this and said this was as insult to what we had originally paid for the flight and explained what the cabin crew had said. I also said I had no intention of booking any foreseeable flights with any airline therefore an eVoucher is worthless to me. There was no other alternative or any means of reasoning. The flight was basic and the seats were uncomfortable. BA also offer WiFi on the plane but when you try to use it, they charge £4.99 per hour in economy class.",True,True,return journey sydney london approximately hour duration stop singapore airport faced one major issue flew economy class two year old whose inflight entertainment headphone socket working paid two year old ticket would except inflight entertainment working long flight complained cabin crew best unfortunately socket could fixed offered move seat seat available however three u practical cabin crew gave u first class goody including bottle champagne inconvenience caused also said could offer u monitory term said would contact ba customer service behalf complain expect compensation crew could offer u time got plane baggage claim already received email ba c would respond within hour however could offered voucher use another ba flight replied declining said insult originally paid flight explained cabin crew said also said intention booking foreseeable flight airline therefore evoucher worthless alternative mean reasoning flight basic seat uncomfortable ba also offer wifi plane try use charge per hour economy class
1076,"✅ Trip Verified | I had flown British Airways from Leeds Bradford to London Heathrow as a part of my journey back home (Thailand) on the 12th December 2018. I arrived at Leeds Bradford 3 hours early so there wasn't a queue at the check-in counter. Check-in process took less than a minute as I already done online check-in, this means I just dropped my luggage. The staff at the airport were very friendly and helpful. I passed through the security control and waited for my aircraft. Boarding process is a mess as there wasn't priority boarding (I flew economy) and no boarding groups, luckily every passenger could board through front and rear door (as the aircraft parked on a remote stand). The aircraft was old but the cabin was modern and clean. The seat was comfortable and had a good wing view. The only downside was the seat was the second to last row at the back so the seat pitch was short (luckily I was only 176m tall so this wasn't a problem). The aircraft was delayed due to slow boarding process and the weather condition, but the crew were very friendly and very helpful. The captain always announce an information for whole flight to let all passenger know the cause of delay and flight information. As the flight departed the crew started on board service. I didn't buy anything as the food option was poor, expensive and they can only be paid by credit cards. It was one hour flight so I didn't expect the top service standard. The flight arrived at London Heathrow on time despite some traffic. Overall, the flight service and crew made this flights enjoyable and to improve this the food and the boarding process should be better.",True,True,flown british airway leeds bradford london heathrow part journey back home thailand th december arrived leeds bradford hour early queue check counter check process took le minute already done online check mean dropped luggage staff airport friendly helpful passed security control waited aircraft boarding process mess priority boarding flew economy boarding group luckily every passenger could board front rear door aircraft parked remote stand aircraft old cabin modern clean seat comfortable good wing view downside seat second last row back seat pitch short luckily tall problem aircraft delayed due slow boarding process weather condition crew friendly helpful captain always announce information whole flight let passenger know cause delay flight information flight departed crew started board service buy anything food option poor expensive paid credit card one hour flight expect top service standard flight arrived london heathrow time despite traffic overall flight service crew made flight enjoyable improve food boarding process better
1077,"Not Verified |  Gatwick to Tenerife. This aircraft either needs a refit or needs retiring! G-MEDK is by far the most uncomfortable plane I have ever been on. I paid extra for an extra leg room seat - 12A because I always feel happier without my knees under my chin for a four hour flight. I reckon it was no more than half an hour into my flight that the total lack of padding on the seat turned this flight into an ordeal. It was like sitting on concrete! I would imagine that when this aircraft was new (2005 I believe) the leather seating was quite yielding and comfortable but now with thirteen years of backsides compressing the padding, it was dreadful. I took the precaution of changing my seat for the return and sneaking on a seat pad purchased in Lanzarote which, coupled with there being no passengers next to me, made the flight in 11F a little more bearable. Staff were fine on the outward leg but a little tired by the time I returned at night ten days later. I normally travel Easyjet on this route but on this occasion, I used some Avios to make the flight less expensive. Easyjet offer two trolley runs but only 1 on these BA flights. With their diminishing attitude to customer welfare, I will not use BA on any lengthy flights as the service and comfort offered by Easyjet is, in my experience, far superior.
",False,False,verified gatwick tenerife aircraft either need refit need retiring g medk far uncomfortable plane ever paid extra extra leg room seat always feel happier without knee chin four hour flight reckon half hour flight total lack padding seat turned flight ordeal like sitting concrete would imagine aircraft new believe leather seating quite yielding comfortable thirteen year backside compressing padding dreadful took precaution changing seat return sneaking seat pad purchased lanzarote coupled passenger next made flight f little bearable staff fine outward leg little tired time returned night ten day later normally travel easyjet route occasion used avios make flight le expensive easyjet offer two trolley run ba flight diminishing attitude customer welfare use ba lengthy flight service comfort offered easyjet experience far superior
1078,"✅ Trip Verified |  Booked a flight through Expedia for June 21019 from Denver to Paris via London on the promise that I could upgrade using Avios. After booking the flight and trying to upgrade, was notified that I could not upgrade the flight due to how I purchased the ticket, paid about $250 for early seat selection on both flights, after buy up to the front of the plane, was notified that my seats were changed to the back of the plane with no explanation, - but found out they gave the seats, that I paid extra for, to another party. Could request a refund, but wouldn't honor what they had sold me in the first place. They would not honor a refund either. Then I became ill and they chose not to refund my fare of $3380 plus paid for upgrades. ",True,True,booked flight expedia june denver paris via london promise could upgrade using avios booking flight trying upgrade notified could upgrade flight due purchased ticket paid early seat selection flight buy front plane notified seat changed back plane explanation found gave seat paid extra another party could request refund honor sold first place would honor refund either became ill chose refund fare plus paid upgrade
1079,"✅ Trip Verified |  Johannesburg to London. I had a bulkhead seat on the upper deck. The only advantage is that nobody will step over you during the night. BA has been using the same configuration of seats in business for the last 20 years, and it is time for them to step up their game if they want to keep people flying with them. The business class seat is not wider than the premium economy seat, the difference is that it goes to a full bed. There is no room or to put down a glass other then taking out the table. As it was a late flight (10pm), the crew decided not to offer pre-dinner drinks. I ordered the quick meal option in order to get more sleep. Big mistake: you only get the appetiser (tiny) and the desert (even smaller). I was still hungry and they refused to serve me my main dish as they reserved it for the crew. The trays are removed when everyone else finishes, so much for getting more sleep. The crew never came back until breakfast. That flight was a total disappointment.",True,True,johannesburg london bulkhead seat upper deck advantage nobody step night ba using configuration seat business last year time step game want keep people flying business class seat wider premium economy seat difference go full bed room put glass taking table late flight pm crew decided offer pre dinner drink ordered quick meal option order get sleep big mistake get appetiser tiny desert even smaller still hungry refused serve main dish reserved crew tray removed everyone else finish much getting sleep crew never came back breakfast flight total disappointment
1080,"✅ Trip Verified | London to Kuala Lumpur. This is my first time flying with BA to Kuala Lumpur on the Dreamliner 787. Was very excited for this trip as BA has made a come back to fly to Malaysia after stopping the service for many years. I paid to seat at the first row to have a longer leg room. I absolutely regretted and disappointed for the choice. I made a complaint to the crew that my seat (30B) has sunk and I felt uncomfortable to be sitting on this seat for the next 13 hours. Crew only offered me an extra pillow to seat on it, which didn't help either. The tv screen on 30B was also not working and I didn't watch anything during the whole duration of the flight. I would recommend to totally avoid sitting on all row 30 as the seats are so close to the lavatories that you can hear toilets flusing at all time. This will be my last time flying with BA unless the aircraft is changed to perhaps the A380. I am dreading on my next return flight back to London. Crews were friendly and helpful. No fault with that.",True,True,london kuala lumpur first time flying ba kuala lumpur dreamliner excited trip ba made come back fly malaysia stopping service many year paid seat first row longer leg room absolutely regretted disappointed choice made complaint crew seat b sunk felt uncomfortable sitting seat next hour crew offered extra pillow seat help either tv screen b also working watch anything whole duration flight would recommend totally avoid sitting row seat close lavatory hear toilet flusing time last time flying ba unless aircraft changed perhaps dreading next return flight back london crew friendly helpful fault
1081,✅ Trip Verified |  Los Angeles to London Heathrow. Very poor customer service. I checked in 3 hours prior to my flight departure asked  can I have aisle seat and she just said no. I asked her why and she replied that they don’t have any. In the plane there is no place for my bag and the staff said sorry sir we don’t have space and you can put that underneath your seat. They served dinner and said we don’t have any more chicken so you can have pasta. I told him I don’t like pasta and do you have any vegetarian food. He said the pasta is vegetarian. ,True,True,los angeles london heathrow poor customer service checked hour prior flight departure asked aisle seat said asked replied plane place bag staff said sorry sir space put underneath seat served dinner said chicken pasta told like pasta vegetarian food said pasta vegetarian
1082,✅ Trip Verified |  Our flight from Seattle to London in November 6th was canceled due to technical problems. After waiting at the airport for 9 hours and staying in the line for 4 hours the BA associate couldn’t find us any immediate flight. They offered us a flight that would arrive in London late November 8th. It would take us 16 hours. Since the purpose of trip was to present a paper in a conference in November 8. I would have missed my presentation by the time we would arrive. My trip was supposed to be 4 days so by the time of arrival I had to return in less than two days. They advised us to cancel the flight and promised to refund our flight tickets as well as the expenses for our accommodation since it was to late to cancel our booking. I filed a claim online based on their instruction.  The customer relation phone number is disconnected. In fact the automatic voice mail says “please don’t chase a call”! The website link they refer to for tracking the claim has an auto message that the link dose not exist. After 1.5 months stressful attempt to connect with customer relations they finally responded by email to tell me that we are not going to receive any refund from them. ,True,True,flight seattle london november th canceled due technical problem waiting airport hour staying line hour ba associate find u immediate flight offered u flight would arrive london late november th would take u hour since purpose trip present paper conference november would missed presentation time would arrive trip supposed day time arrival return le two day advised u cancel flight promised refund flight ticket well expense accommodation since late cancel booking filed claim online based instruction customer relation phone number disconnected fact automatic voice mail say please chase call website link refer tracking claim auto message link dose exist month stressful attempt connect customer relation finally responded email tell going receive refund
1083,"✅ Trip Verified |  Gatwick to Barbados. We flew out of Gatwick on the 6th December and back on the 17th Dec. It started well in the newish 1st Class lounge at the South terminal. However, the walk to the gate is miles. It has to be almost 1/2 mile walk which is a joke to be honest. The North terminal, where this flight used to operate from is not only a shorter walk for this flight, the decor and layout is much, much better. I'd guess BA got offered a cheaper deal to move to the S.T. My first impression was how badly the ""new"" 1st Class is holding up. There are scuff marks everywhere. Surface scratches. Bobbles of wear on the seat fabric. It's probably under 5 years of use but looks more like 10. In the WC there are small cracks in the plastic walls and brown stains. Needs a paint job at least. The motley flowers (That BA removed some years ago to save costs, but re-instated) are there. They looked like they had been pinched from a graveyard. Much has been said about the seat being ""an up market business class"" - and this is true. It is not a true 1st Class in the sense of what Emirates and Singapore Airlines offer. (I have flown both in 1st). The food is also business class quality. More casual dining rather than fine dining. Taking one meal; it starts with an Amuse Bouche. One motley round mozzarella bit of cheese. One tomato. One bit of green stuff. One straggly piece of prosciutto ham. Total cost about 30p. Outstanding! I then had prosciutto wrapped asparagus with garlic aioli and parmesan. Totally, utterly boring. My wife had the soup which she said was nice. I then had jerk Chicken dish. It was just about okay. The glassware and chinaware was okay. The cutlery was poor quality, the stuff you'd expect in Pizza Express, except the stuff in Pizza Express is better. I accept we are stuck with this 1st product for the next 30 years or so, but there is so much BA could do to improve the ""cheap"" look of their premium product. Quality of presentation, food, champagne, even the menu covers. They trumpet the ""superb"" Laurent Perrier Grand Siecle champagne, which retails at £120 a bottle. Its nice, but we all know this is inferior to what most Airline 1st Class offer in Krug. £20 a bottle more! The alternative to 1st is of course the ghastly ying-yang Club Business Class. The world's most hated Business Class in the sky. I'm a businessman and i know I could run this airline better, from a quality perspective. From a price perspective, if you bundle a 1st Flight as part of a BA holiday, it sort of works out okay-ish. The FAs as always were a very nice bunch of men and women.",True,True,gatwick barbados flew gatwick th december back th dec started well newish st class lounge south terminal however walk gate mile almost mile walk joke honest north terminal flight used operate shorter walk flight decor layout much much better guess ba got offered cheaper deal move first impression badly new st class holding scuff mark everywhere surface scratch bobble wear seat fabric probably year use look like wc small crack plastic wall brown stain need paint job least motley flower ba removed year ago save cost instated looked like pinched graveyard much said seat market business class true true st class sense emirate singapore airline offer flown st food also business class quality casual dining rather fine dining taking one meal start amuse bouche one motley round mozzarella bit cheese one tomato one bit green stuff one straggly piece prosciutto ham total cost p outstanding prosciutto wrapped asparagus garlic aioli parmesan totally utterly boring wife soup said nice jerk chicken dish okay glassware chinaware okay cutlery poor quality stuff expect pizza express except stuff pizza express better accept stuck st product next year much ba could improve cheap look premium product quality presentation food champagne even menu cover trumpet superb laurent perrier grand siecle champagne retail bottle nice know inferior airline st class offer krug bottle alternative st course ghastly ying yang club business class world hated business class sky businessman know could run airline better quality perspective price perspective bundle st flight part ba holiday sort work okay ish fa always nice bunch men woman
1084,"✅ Trip Verified |  Moscow to London. Fantastic first class service. The Moscow lounge was surprisingly good, with excellent Runway views. Quick boarding, and I was escorted to my seat by the crew. The new First seats on the 787-9 fleet are a real upgrade from the older product. There's plenty of space, a cupboard and several little storage bins in addition to the overhead bin space. The 23 inch flatscreen IFE screen offered brilliant picture quality and the sound quality was excellent thanks to the noise cancelling headphones. The dinner menu was extensive and the food fantastic, the best airline meal I've had. Drinks were constantly topped up from boarding to arrival. The crew were very attentive and friendly with it. A fantastic experience, and I'll look forward to my next opportunity to fly in this cabin.",True,True,moscow london fantastic first class service moscow lounge surprisingly good excellent runway view quick boarding escorted seat crew new first seat fleet real upgrade older product plenty space cupboard several little storage bin addition overhead bin space inch flatscreen ife screen offered brilliant picture quality sound quality excellent thanks noise cancelling headphone dinner menu extensive food fantastic best airline meal drink constantly topped boarding arrival crew attentive friendly fantastic experience look forward next opportunity fly cabin
1085,"✅ Trip Verified |  Johannesburg to London . For supper I asked for warm / hot water to make milky drink as I don't drink tea or coffee for health reasons. Given with no problems. For breakfast I requested the same and I was refused. I explained I don't drink tea or coffee but milk and water."" We don't keep hot water, I can get it once we have finished serving all other customers"". That never came until the lady had to be called to take care of the unwell passenger. I kept my sugar, milk and stirring stick and asked another male cabin crew who was collecting trays after breakfast for the warm water, explaining I have been waiting. He said he will bring it in 5 seconds and he never came back. I felt like a nuisance, deliberately ignored and couldnt bother anyone and the flight started being bumpy in preparation for landing.",True,True,johannesburg london supper asked warm hot water make milky drink drink tea coffee health reason given problem breakfast requested refused explained drink tea coffee milk water keep hot water get finished serving customer never came lady called take care unwell passenger kept sugar milk stirring stick asked another male cabin crew collecting tray breakfast warm water explaining waiting said bring second never came back felt like nuisance deliberately ignored couldnt bother anyone flight started bumpy preparation landing
1086,"✅ Trip Verified |  Bridgetown to Gatwick. Booked our return flight in Business/Club Class (at £1,000+ each) only to find BA want to charge an extra £80 each to choose our seats.  Awful seating with their Ying/Yang seating arranged like sardines in a tin. Poor cabin staff attitude - I asked for my seat to be made up into an bed only to be told ""We only do that in First class - if we did that for you we would have to do that for everyone in the cabin and we do not have the staff for that"". I was almost asleep when I was disturbed by food/drinks being passed through the serving hatch (otherwise known as a privacy screen) to the inner seat - This happened 3 times, a sort of sleep deprivation torture. If you are expecting business class levels of service, and the ability to sleep on an overnight flight you will be sadly disappointed.",True,True,bridgetown gatwick booked return flight business club class find ba want charge extra choose seat awful seating ying yang seating arranged like sardine tin poor cabin staff attitude asked seat made bed told first class would everyone cabin staff almost asleep disturbed food drink passed serving hatch otherwise known privacy screen inner seat happened time sort sleep deprivation torture expecting business class level service ability sleep overnight flight sadly disappointed
1087,"✅ Trip Verified |  Glasgow to New York via London. Morning flight from GLA to LHR was ok. I really miss the complimentary breakfast on the morning flights! We left on time and arrived in plenty of time to make our connection to JFK. On the JFK flight the service was fantastic. The meal was nice and we were offered plenty of drinks throughout the flight. We left and arrived on time. The seat and legroom was fine. My mothers IFE didn't work and she was moved seat, which she appreciated. The cabin crew were very friendly.",True,True,glasgow new york via london morning flight gla lhr ok really miss complimentary breakfast morning flight left time arrived plenty time make connection jfk jfk flight service fantastic meal nice offered plenty drink throughout flight left arrived time seat legroom fine mother ife work moved seat appreciated cabin crew friendly
1088,"✅ Trip Verified |  Sydney to London via Singapore. I'm hugely disappointed with the Business class trip. The seating arrangements leave little to be desired, i.e. if you are on the isle you're interrupted by the cabin crew passing food through to or collecting the tray from the person sitting on the inside of you (refer to seat guru for more understanding). Service is slow and once you have your food, good luck getting rid of your tray for about 45 minutes. If you're next to the window, you need to be extremely athletic to go to the toilet as you have to climb over someone legs in order to get out of your seat. The drinks available from the bar could not be less appealing if they tried and good luck trying to get one as the cabin crew are extremely elusive. If you do get a drink, be careful leaving it unattended on your pull out tray, I had two drinks slip off the Teflon type surface and spill all over my arm and seat. Dont get me started with the in-flight entertainment or the lack of it. After I watched two movies (on a 24 hour flight) I was scratching to find anything else decent to watch. The ""new releases"" is a contradiction in terms. There is very little priority giving to Business class when boarding the plane, sure you re called first but because of the plane’s configuration you ultimately have to join the queue to board with the rest of economy. Once you locate your seat you have all of economy filing passed you to get to their seats. I would not recommend BA to anyone.",True,True,sydney london via singapore hugely disappointed business class trip seating arrangement leave little desired e isle interrupted cabin crew passing food collecting tray person sitting inside refer seat guru understanding service slow food good luck getting rid tray minute next window need extremely athletic go toilet climb someone leg order get seat drink available bar could le appealing tried good luck trying get one cabin crew extremely elusive get drink careful leaving unattended pull tray two drink slip teflon type surface spill arm seat dont get started flight entertainment lack watched two movie hour flight scratching find anything else decent watch new release contradiction term little priority giving business class boarding plane sure called first plane configuration ultimately join queue board rest economy locate seat economy filing passed get seat would recommend ba anyone
1089,"✅ Trip Verified |  Johannesburg to London. In contrast to our excellent outbound experience, inbound lacked the wow factor. The cabin was full and dominated by a few passengers who seemed to want to demonstrate their importance. Cabin crew were adequate rather than outstanding. The dinner service was unremarkable, too, and the cheese board had shrunk in size between the two flights. My IFE touchscreen struggled to respond to finger presses and the selection of films was no different to the previous month. Sleep quality was reasonable, although the high cabin temperature made the duvet redundant. Breakfast was pretty good. Arrival was on time and we were relieved to find that our bags had made their way from a domestic Comair flight.",True,True,johannesburg london contrast excellent outbound experience inbound lacked wow factor cabin full dominated passenger seemed want demonstrate importance cabin crew adequate rather outstanding dinner service unremarkable cheese board shrunk size two flight ife touchscreen struggled respond finger press selection film different previous month sleep quality reasonable although high cabin temperature made duvet redundant breakfast pretty good arrival time relieved find bag made way domestic comair flight
1090,"✅ Trip Verified |  Antigua to Gatwick. One of the worst business class experience. Entertainment system didn't work and asked the crew for solution and their reply was sorry sir there is no solution. Service super slow 2-3 crew to serve 48 business class passengers. Food bad, beef over cooked, mashed potatoes dry and salad disgusting. Nobody from the crew to help us to prepare our bed. Woke up 20min before landing and offered a yogurt. ",True,True,antigua gatwick one worst business class experience entertainment system work asked crew solution reply sorry sir solution service super slow crew serve business class passenger food bad beef cooked mashed potato dry salad disgusting nobody crew help u prepare bed woke min landing offered yogurt
1091,"✅ Trip Verified |  Gatwick to Barbados. First class was third rate. A disgusting cabin, crumbs on the seat, dirty carpets and finger marks over the controls - it looked as though it hadn't been properly cleaned for days. Poor service and an entertainment system from a different age. I have avoided flying with BA for the last 20 years, now I remember why. Avoid them if your route allows.",True,True,gatwick barbados first class third rate disgusting cabin crumb seat dirty carpet finger mark control looked though properly cleaned day poor service entertainment system different age avoided flying ba last year remember avoid route allows
1092,"✅ Trip Verified |  Cape Town to London. Very unimpressive amenities and service. Unless you have a bulkhead seat, there is no way to leave the seat without either stepping over someone or having them step over you. There is a small storage drawer but nowhere to stow even small carry-on baggage except in the bin above. The food was at best pedestrian and no wine was served with dinner except by request and then it took ages to get. My husband got no cutlery on his tray and couldn't get the attention of steward to rectify (I gave him one of the two sets on mine). I, on the other hand never got the main course. I finally went and asked and it was delivered cold and over-cooked.",True,True,cape town london unimpressive amenity service unless bulkhead seat way leave seat without either stepping someone step small storage drawer nowhere stow even small carry baggage except bin food best pedestrian wine served dinner except request took age get husband got cutlery tray get attention steward rectify gave one two set mine hand never got main course finally went asked delivered cold cooked
1093,"✅ Trip Verified |  Bucharest to London. They are not giving free food and drinks anymore, you have to pay on short haul. In Bucharest they did not park at the terminal, they shuttle us to and from the plane in the bus. They are charging for checked luggage and ask people to check their hand luggage because 'the flights are too busy'. Avios loyalty reward points will buy you a lot less than it used to. I have no problem with BA turning into a budget airline, but at least charge accordingly, otherwise, it feels like we're being scammed.",True,True,bucharest london giving free food drink anymore pay short haul bucharest park terminal shuttle u plane bus charging checked luggage ask people check hand luggage flight busy avios loyalty reward point buy lot le used problem ba turning budget airline least charge accordingly otherwise feel like scammed
1094,"✅ Trip Verified | Kuala Lumpur to Mexico City via London. The journey from Malaysia to Mexico alone for business trip would be very boring. However, during my trip from London to Mexico City on 2 Dec 2018, it is quite interesting with the cabin crew facilitating me, especially associated with Muslim needs on food. They are polite and talk to me with big smiles. So, when I returned back to Malaysia and transit in London from Mexico City on 5 Dec 2018, I wished I will be able to meet them again. Hope to see this wonderful cabin crew team again in my next trip.",True,True,kuala lumpur mexico city via london journey malaysia mexico alone business trip would boring however trip london mexico city dec quite interesting cabin crew facilitating especially associated muslim need food polite talk big smile returned back malaysia transit london mexico city dec wished able meet hope see wonderful cabin crew team next trip
1095,"✅ Trip Verified |  Miami to London. BA are going downhill . Having been offered chicken curry of vegetable pasta on the outward journey, the choice was exactly the same this time.  I explained to the steward that I didn’t like either choice and was it possible to have a salad or some soup from another class but I was told by an extremely rude steward that I could like it or lump it basically. He said I should have put my requests on my account but you can’t account for having the same two options every time you travel and wouldn’t expect them only to have two menus.  The snack before landing was the most disgusting bagel/bun. Totally unacceptable and as for the attitude of the staff, making a bad situation worse. The light didn’t work on my seat so I couldn’t read once the lights went off and the screen was so damaged on my TV, watching was incredibly hard. Entertainment having travelled four times in last month, films have barely changed. I won’t be travelling with them again if at all possible.",True,True,miami london ba going downhill offered chicken curry vegetable pasta outward journey choice exactly time explained steward like either choice possible salad soup another class told extremely rude steward could like lump basically said put request account account two option every time travel expect two menu snack landing disgusting bagel bun totally unacceptable attitude staff making bad situation worse light work seat read light went screen damaged tv watching incredibly hard entertainment travelled four time last month film barely changed travelling possible
1096,"✅ Trip Verified | 
I would like to compliment British Airways and their crew for the comfort of the flight, service from the crew and the food served. Before landing we were served with an afternoon tea plate that was a credit to the catering company. Overall a very enjoyable flight from London Gatwick to Tampa.",True,True,would like compliment british airway crew comfort flight service crew food served landing served afternoon tea plate credit catering company overall enjoyable flight london gatwick tampa
1097,"✅ Trip Verified | Arrived at the airport to discover the flight had been delayed by several hours. During this time no clear information was available from the check-in desk (who were unable to confirm the delay) or elsewhere at the airport. Over an hour after the flight should have taken off, and after most people had purchased refreshments, an announcement was made that each passenger would be entitled to a snack from an airport cafe - however no refunds were provided for the majority of us who had already done so. No complimentary food or drink was provided on board to make up for the delay. We landed at Gatwick minutes before the last train left, meaning we then had to shell out £50 for a taxi home. Despite this, BA refused to pay any compensation as the delay was less than three hours (2 hours 55 minutes to be exact!) and took over a month to respond to my request about it. This airline has been going downhill for several years but this experience cements BA's transformation into an overpriced EasyJet. Will not fly with them again.",True,True,arrived airport discover flight delayed several hour time clear information available check desk unable confirm delay elsewhere airport hour flight taken people purchased refreshment announcement made passenger would entitled snack airport cafe however refund provided majority u already done complimentary food drink provided board make delay landed gatwick minute last train left meaning shell taxi home despite ba refused pay compensation delay le three hour hour minute exact took month respond request airline going downhill several year experience cement ba transformation overpriced easyjet fly
1098,"✅ Trip Verified |  We have been loyal customers with British Airways since I was a little girl. Every summer we booked airline tickets with this company to visit my grandparents in Italy. On October 17th I booked 3 airline tickets to visit my grandparents leaving October 31st coming back November 12th as my grandfather was very sick and didn’t have much longer to live. On October 19th my grandfather passed away. We put in a cancellation/refund request because the sole purpose was to see him one last time. As British Airways did refund us for our tickets but refused to refund us $150 of our seats even though we never used their services. This has been frustrating to deal with on top of the loss of my grandfather. In addition, every employee we have spoken to on the phone had probably the worse customer service experience I’ve ever encountered.  I am beyond disappointed with this company and neither my family nor I will fly with them in the future. ",True,True,loyal customer british airway since little girl every summer booked airline ticket company visit grandparent italy october th booked airline ticket visit grandparent leaving october st coming back november th grandfather sick much longer live october th grandfather passed away put cancellation refund request sole purpose see one last time british airway refund u ticket refused refund u seat even though never used service frustrating deal top loss grandfather addition every employee spoken phone probably worse customer service experience ever encountered beyond disappointed company neither family fly future
1099,"✅ Trip Verified |  Gatwick to Las Vegas. Boarding by group number seemed to work well at Gatwick, we took off ahead of schedule and service commenced about 45 min after take off. The crew seemed relaxed and happy and worked well as a team. BA have improved their inflight menu and it shows as the quality of the food was one of the best I’ve ever had on a long haul flight. The aircraft was old and dated and the IFE was a throwback to the 90’s with unresponsive touch screen and hard to watch quality as we all so used to HD quality these days. All in all a very enjoyable flight.",True,True,gatwick la vega boarding group number seemed work well gatwick took ahead schedule service commenced min take crew seemed relaxed happy worked well team ba improved inflight menu show quality food one best ever long haul flight aircraft old dated ife throwback unresponsive touch screen hard watch quality used hd quality day enjoyable flight
1100,"Not Verified |  Nassau to London. Premium Economy on BA is a joke. Highlighted by my Friday morning 7am breakfast. A glass of water and a breakfast box containing a cold, sealed in plastic, Croissant and an equally sealed Banana Bread/Cake. No hot food/drink; awful. That after a night battling with intermittent service on the seat back screen,  a screen no larger than in Economy. The only benefit for the money was early off the plane with luggage prioritised to the collection area. The extra leg room was about OK but the seat was simply uncomfortable for a 6/2 225lb male - yes large but not obese. BA Premium Economy - forget it. Other airlines do this better.",False,False,verified nassau london premium economy ba joke highlighted friday morning breakfast glass water breakfast box containing cold sealed plastic croissant equally sealed banana bread cake hot food drink awful night battling intermittent service seat back screen screen larger economy benefit money early plane luggage prioritised collection area extra leg room ok seat simply uncomfortable lb male yes large obese ba premium economy forget airline better
